ride_id,started_at,ended_at,start_station,end_station,user_type
R105531,2026-07-26 16:10:00,2026-07-26 16:14:29,Ponce City Market,Midtown MARTA,member
R100789,08-Jun-2026 08:26,2026-06-08 08:32:49,  Little Five Points ,Grant Park,member
R105415,25-Jul-2026 16:46,2026-07-25 17:21:28,Ponce City Market,Centennial Olympic Park,casual
R102631,2026-06-26 13:59:00,2026-06-26 14:09:18,Midtown MARTA,Piedmont Park,casual
R100828,09-Jun-2026 12:52,2026-06-09 12:57:40,Krog Street Market,Ponce City Market,member
R103245,2026-07-03 17:23:00,2026-07-03 17:35:14,Atlantic Station,GEORGIA STATE UNIVERSITY,member
R100883,2026-06-09 16:43:00,2026-06-09 16:56:46,Georgia State University,CENTENNIAL OLYMPIC PARK,casual
R105062,21-Jul-2026 09:44,2026-07-21 09:59:23,Piedmont Pk,Atlantic Station,member
R105013,2026-07-20 11:58:00,2026-07-20 12:06:56,Piedmont Park,Midtown MARTA,member
R105350,2026-07-24 19:35:00,2026-07-24 19:45:08,CENTENNIAL OLYMPIC PARK,Georgia State University,member
R102629,2026-06-26 19:30:00,06/26/2026 19:39,Ponce City Market,GEORGIA STATE UNIVERSITY,member
R105067,07/21/2026 15:47,07/21/2026 15:47,Ponce City Market,Ponce City Market,casual
R101424,2026-06-15 08:42:00,2026-06-15 09:12:52,Ponce City Market,Midtown MARTA,casual
R101142,2026-06-12 18:21:00,2026-06-12 18:33:31,Krog St. Market,PONCE CITY MARKET,member
R105006,2026-07-20 08:26:00,2026-07-20 08:41:51,MIDTOWN MARTA,Atlantic Station,casual
R103820,2026-07-09 12:13:00,2026-07-09 12:22:58,Midtown MARTA,georgia state university,member
R101333,2026-06-13 09:53:00,06/13/2026 10:23,West End,Ponce City Market,casual
R104017,2026-07-11 08:20:00,2026-07-11 08:44:25,Atlantic Station,  Ponce City Market ,casual
R103776,2026-07-09 20:00:00,2026-07-09 20:00:00,Ponce City Market,Ponce City Market,member
R100599,2026-06-07 11:22:00,2026-06-07 11:32:34,West End,Grant Park,member
R101051,06/11/2026 09:28,2026-06-11 09:58:21,Georgia State University,Ponce City Market,casual
R104242,2026-07-13 06:28:00,13-Jul-2026 06:38,Krog Street Market,Midtown MARTA,member
R103286,2026-07-04 12:33:00,2026-07-04 12:53:26,Midtown MARTA,Ponce City Market,member
R104784,07/18/2026 08:11,2026-07-18 08:24:11,Midtown MARTA,West End,member
R103367,2026-07-04 13:21:00,07/04/2026 13:48,ponce city market,Midtown MARTA,casual
R103284,04-Jul-2026 18:01,2026-07-04 18:15:47,Midtown MARTA,Georgia State University,
R103278,2026-07-03 16:51:00,2026-07-03 17:05:33,Little Five Points,Midtown MARTA,member
R104012,2026-07-10 09:40:00,2026-07-10 09:42:45,Midtown MARTA,Georgia State University,member
R104758,2026-07-18 17:25:00,2026-07-18 17:46:14,Ponce City Market,Midtown MARTA,casual
R104912,19-Jul-2026 11:15,2026-07-19 11:46:09,Georgia State University,Midtown MARTA,casual
R104721,2026-07-18 09:23:00,2026-07-18 10:01:12,Centennial Olympic Park,Ponce City Market,casual
R102509,2026-06-25 09:09:00,25-Jun-2026 09:24,Midtown MARTA,Georgia State University,member
R102126,2026-06-22 14:28:00,22-Jun-2026 14:38,Midtown MARTA,Georgia State University,casual
R100394,2026-06-04 17:49:00,06/04/2026 18:04,Midtown MARTA,Ponce City Market,
R100827,06/09/2026 08:35,2026-06-14 08:35:00,Georgia State University,MIDTOWN MARTA,casual
R103150,2026-07-02 13:40:00,2026-07-02 13:52:10,Piedmont Park,Ponce City Market,member
R104473,2026-07-16 07:38:00,2026-07-16 07:45:52,Midtown MARTA,Centennial Olympic Park,member
R102581,2026-06-26 21:53:00,2026-06-26 21:59:31,Georgia State University,Ponce City Market,member
R104079,11-Jul-2026 11:55,2026-07-11 12:11:40,Midtown MARTA,Atlantic Station,casual
R104391,2026-07-15 04:22:00,2026-07-15 04:37:01,Midtown MARTA,Ponce City Market,member
R102283,2026-06-23 16:21:00,2026-06-23 16:47:59,PONCE CITY MARKET,Atlantic Station,casual
R101563,16-Jun-2026 20:36,2026-06-16 20:48:59,Midtown MARTA,Georgia State University,member
R102565,2026-06-25 14:18:00,2026-06-25 14:29:00,Ponce City Market,Centennial Olympic Park,casual
R102259,06/23/2026 08:10,23-Jun-2026 08:19,Midtown MARTA,ATLANTIC STATION,member
R102538,2026-06-25 19:07:00,2026-06-25 19:13:31,Krog Street Market,Georgia State University,member
R100483,05-Jun-2026 17:29,06/05/2026 17:43,Centennial Olympic Park,Atlantic Station,member
R105798,07/28/2026 10:04,07/28/2026 10:11,Georgia State University,Little Five Points,member
R101488,2026-06-15 11:25:00,2026-06-15 11:43:10,Midtown MARTA,Atlantic Station,
R103106,2026-07-02 09:41:00,02-Jul-2026 09:50,Ponce City Market,Georgia State University,member
R103198,2026-07-02 17:10:00,2026-07-02 17:16:20,Midtown MARTA,Georgia State University,member
R100625,2026-06-07 12:10:00,06/07/2026 12:23,Midtown MARTA,Ponce City Market,member
R102568,06/25/2026 17:52,2026-06-25 17:54:35,Georgia State University,Centennial Olympic Park,member
R101306,2026-06-13 03:07:00,2026-06-13 03:19:04,Midtown MARTA,GEORGIA STATE UNIVERSITY,casual
R100036,2026-06-01 18:41:00,2026-06-01 18:52:42,Centennial Olympic Park,Ponce City Market,member
R105986,2026-07-30 11:01:00,2026-07-30 11:35:56,Krog Street Market,  Centennial Olympic Park ,casual
R105436,2026-07-25 09:19:00,25-Jul-2026 09:25,Atlantic Station,Centennial Olympic Park,member
R103647,2026-07-07 09:43:00,2026-07-07 09:52:30,Atlantic Station,Piedmont Park,member
R101289,2026-06-13 17:32:00,2026-06-13 17:41:03,Georgia State University,Krog Street Market,member
R103809,09-Jul-2026 18:52,2026-07-09 19:03:02,Atlantic Station,Ponce City Market,member
R100391,2026-06-04 08:09:00,2026-06-04 08:44:02,Georgia State University,piedmont park,casual
R103479,07/06/2026 09:24,07/06/2026 09:58,Piedmont Park,Midtown MARTA,casual
R101395,06/14/2026 14:42,2026-06-14 14:51:52,  Ponce City Market ,Midtown MARTA,member
R102647,2026-06-26 16:24:00,2026-06-26 16:46:45,Midtown MARTA,Centennial Olympic Park,casual
R104467,07/16/2026 06:04,2026-07-16 06:05:00,Ponce City Market,Grant Park,casual
R103435,2026-07-05 17:02:00,2026-07-05 17:19:03,Midtown MARTA,Piedmont Park,member
R101964,2026-06-20 12:51:00,06/20/2026 12:53,CENTENNIAL OLYMPIC PARK,Georgia State University,casual
R104096,2026-07-12 10:31:00,2026-07-12 10:42:52,Piedmont Park,Midtown MARTA,member
R104603,2026-07-17 05:00:00,2026-07-17 05:11:06,midtown marta,GEORGIA STATE UNIVERSITY,member
R103547,07/06/2026 17:18,2026-07-06 17:34:26,Centennial Olympic Park,Ponce City Market,
R101006,10-Jun-2026 05:15,2026-06-10 05:24:59,Grant Park,Midtown MARTA,member
R101583,06/16/2026 21:35,2026-06-16 22:00:30,Centennial Olympic Park,Ponce City Market,casual
R102691,2026-06-27 13:28:00,06/27/2026 13:38,Ponce City Market,Little Five Points,member
R105516,2026-07-26 18:35:00,2026-08-01 18:35:00,Ponce City Market,Centennial Olympic Park,member
R100045,2026-06-01 13:12:00,2026-06-01 13:20:19,Centennial Olympic Park,Ponce City Market,member
R104771,2026-07-18 14:41:00,2026-07-18 14:49:01,ponce city market,Midtown MARTA,casual
R101432,06/15/2026 19:00,06/15/2026 19:13,Midtown MARTA,Krog Street Market,member
R100168,2026-06-02 16:04:00,2026-06-02 16:13:54,Georgia State University,Ponce City Market,casual
R102336,2026-06-24 05:57:00,06/24/2026 06:06,Krog Street Market,Midtown MARTA,member
R105362,2026-07-24 16:43:00,07/24/2026 16:54,Ponce City Market,Midtown MARTA,member
R100268,06/03/2026 12:36,2026-06-03 12:49:51,Ponce City Market,Midtown MARTA,member
R103594,07-Jul-2026 15:41,2026-07-07 15:57:56,Ponce City Market,atlantic station,member
R101700,2026-06-17 07:11:00,2026-06-28 07:11:00,Georgia State University,PIEDMONT PARK,member
R105153,2026-07-22 09:11:00,2026-07-22 09:25:20,  Ponce City Market ,Georgia State University,member
R105548,2026-07-26 07:01:00,2026-07-26 07:10:04,Ponce City Market,PIEDMONT PARK,casual
R105330,2026-07-24 10:27:00,2026-07-24 10:45:58,Midtown MARTA,Georgia State University,casual
R103791,07/09/2026 14:53,2026-07-09 15:03:31,Midtown MARTA,Georgia State University,casual
R105569,2026-07-26 09:59:00,2026-07-26 10:31:43,Centennial Olympic Park,Midtown MARTA,casual
R105671,27-Jul-2026 19:21,07/27/2026 19:56,Ponce City Market,Georgia State University,
R105951,2026-07-30 16:39:00,2026-07-30 16:51:50,Ponce City Market,GEORGIA STATE UNIVERSITY,member
R105206,2026-07-22 08:55:00,2026-07-22 09:10:31,Midtown MARTA,Piedmont Park,member
R105248,07/23/2026 10:00,2026-07-23 10:10:53,Piedmont Park,Ponce City Market,member
R104411,2026-07-15 01:02:00,07/15/2026 01:31,Ponce City Market,Midtown MARTA,casual
R104359,2026-07-14 08:08:00,2026-07-14 08:22:53,Georgia State University,Ponce City Market,member
R104886,2026-07-19 15:52:00,2026-07-19 16:09:06,Atlantic Station,,casual
R100360,2026-06-04 16:20:00,2026-06-04 16:33:54,Little Five Points,  Ponce City Market ,member
R100013,2026-06-01 09:34:00,01-Jun-2026 09:46,Georgia State University,PONCE CITY MARKET,member
R100685,2026-06-07 00:13:00,2026-06-07 00:24:04,Georgia State University,Centennial Olympic Park,member
R102373,2026-06-24 22:10:00,24-Jun-2026 22:16,Midtown MARTA,Georgia State University,member
R103729,2026-07-08 10:38:00,08-Jul-2026 10:43,MIDTOWN MARTA,Georgia State University,member
R101377,06/14/2026 11:18,2026-06-14 12:05:42,  Centennial Olympic Park ,Georgia State University,casual
R101685,06/17/2026 16:56,2026-06-17 17:07:14,Georgia State University,PIEDMONT PARK,member
R103929,2026-07-10 15:55:00,2026-07-10 16:23:01,Midtown MARTA,Centennial Olympic Park,casual
R105435,2026-07-25 10:39:00,07/25/2026 11:00,Krog Street Market,Georgia State University,casual
R104367,07/14/2026 19:29,2026-07-14 19:28:00,Ponce City Market,Atlantic Station,member
R104084,2026-07-11 19:09:00,2026-07-11 19:22:44,  Midtown MARTA ,GEORGIA STATE UNIVERSITY,member
R104579,07/17/2026 20:12,2026-07-17 20:19:29,Midtown MARTA,Little Five Points,member
R102102,2026-06-21 08:49:00,2026-06-21 09:11:26,Ponce City Market,CENTENNIAL OLYMPIC PARK,casual
R101636,2026-06-17 08:19:00,2026-06-17 08:33:23,Georgia State University,KROG STREET MARKET,member
R101869,2026-06-19 16:23:00,2026-06-19 16:26:22,Atlantic Station,Midtown MARTA,member
R105364,2026-07-24 18:46:00,2026-07-24 19:00:51,Piedmont Park,Georgia State University,casual
R105427,25-Jul-2026 09:24,2026-07-25 09:55:55,  Midtown MARTA ,  Georgia State University ,casual
R100219,2026-06-03 09:14:00,2026-06-03 09:24:05,Midtown MARTA,georgia state university,casual
R102925,06/29/2026 09:23,29-Jun-2026 09:35,Krog Street Market,Ponce City Market,member
R104584,2026-07-17 16:27:00,07/17/2026 16:40,Georgia State University,Atlantic Station,member
R104337,14-Jul-2026 16:38,2026-07-14 16:44:34,Midtown MARTA,little five points,member
R101604,2026-06-16 12:59:00,2026-06-16 13:00:00,  Centennial Olympic Park ,Georgia State University,casual
R105465,2026-07-25 18:47:00,2026-07-25 19:19:06,Atlantic Station,Georgia State University,casual
R105551,07/26/2026 09:24,26-Jul-2026 09:26,Georgia State University,Midtown MARTA,member
R105583,2026-07-26 12:46:00,2026-07-26 12:55:33,Midtown MARTA,West End,member
R101943,20-Jun-2026 07:52,06/20/2026 07:59,Midtown MARTA,Ponce City Market,member
R104108,12-Jul-2026 13:25,2026-07-12 13:32:30,Georgia State University,Centennial Olympic Park,member
R102388,06/24/2026 07:34,2026-06-24 07:40:07,Krog Street Market,Georgia State University,member
R100396,2026-06-04 09:09:00,2026-06-04 09:21:05,Midtown MARTA,Ponce City Market,member
R102147,2026-06-22 05:00:00,2026-06-22 05:06:51,centennial olympic park,Georgia State University,member
R104213,2026-07-13 18:06:00,2026-07-13 18:13:48,Midtown MARTA,Ponce City Market,member
R105014,20-Jul-2026 06:04,07/20/2026 06:19,ponce city market,Georgia State University,member
R100725,2026-06-08 06:35:00,2026-06-08 06:38:14,Centennial Olympic Park,Piedmont Park,member
R103097,07/01/2026 15:32,2026-07-01 15:37:37,Ponce City Market,grant park,member
R101771,2026-06-18 17:51:00,2026-06-18 17:56:40,Atlantic Station,Midtown MARTA,casual
R101490,06/15/2026 09:29,2026-06-15 10:02:52,Georgia State University,Krog Street Market,
R102043,2026-06-21 02:07:00,2026-06-21 02:35:07,Midtown MARTA,Atlantic Station,casual
R105366,2026-07-24 14:49:00,07/24/2026 15:00,Centennial Olympic Park,GEORGIA STATE UNIVERSITY,member
R102500,06/25/2026 18:41,2026-06-25 18:49:25,  Midtown MARTA ,GEORGIA STATE UNIVERSITY,member
R104417,07/15/2026 17:26,2026-07-15 17:39:00,Georgia State University,Ponce City Market,member
R101151,06/12/2026 16:42,06/12/2026 16:57,ponce city market,Centennial Olympic Park,member
R102369,06/24/2026 06:41,24-Jun-2026 06:50,Midtown MARTA,GEORGIA STATE UNIVERSITY,member
R103476,2026-07-06 16:50:00,2026-07-06 16:57:39,Midtown MARTA,Centennial Olympic Park,member
R100611,2026-06-07 13:19:00,2026-06-07 13:26:22,Midtown MARTA,Centennial Olympic Park,member
R100372,2026-06-04 07:18:00,2026-06-04 07:29:14,little five points,  Midtown MARTA ,member
R104099,2026-07-12 10:08:00,07/12/2026 10:31,Centennial Olympic Park,Ponce City Market,casual
R103180,2026-07-02 05:26:00,2026-07-02 05:41:00,Georgia State University,Centennial Olympic Park,member
R103685,2026-07-08 11:10:00,2026-07-08 11:13:01,Grant Park,Ponce City Market,member
R102824,06/28/2026 14:14,2026-06-28 14:32:07,Georgia State University,Krog Street Market,casual
R104227,2026-07-13 19:47:00,2026-07-13 19:58:01,Ponce City Market,Piedmont Park,member
R101406,2026-06-14 11:13:00,2026-06-14 11:34:27,MIDTOWN MARTA,Atlantic Station,casual
R104493,2026-07-16 06:42:00,2026-07-16 06:59:16,Centennial Olympic Park,Ponce City Market,member
R102536,06/25/2026 18:06,25-Jun-2026 18:13,Piedmont Park,Atlantic Station,member
R104111,2026-07-12 11:59:00,07/12/2026 12:11,  Midtown MARTA ,Ponce City Market,member
R101741,06/18/2026 19:25,2026-06-18 19:31:54,Centennial Olympic Park,  Ponce City Market ,member
R100420,06/04/2026 08:53,2026-06-04 09:03:19,Midtown MARTA,Krog Street Market,member
R100338,06/04/2026 20:56,2026-06-04 21:11:38,  Ponce City Market ,CENTENNIAL OLYMPIC PARK,member
R102639,06/26/2026 12:53,2026-06-26 13:00:30,  Midtown MARTA ,Atlantic Station,member
R105395,07/24/2026 16:10,2026-07-24 16:20:11,Ponce City Market,Atlantic Station,member
R101785,2026-06-18 15:50:00,06/18/2026 16:01,Georgia State University,Midtown MARTA,member
R105912,2026-07-30 11:39:00,2026-07-30 12:07:49,ponce city market,Georgia State University,casual
R100684,2026-06-07 13:33:00,2026-06-07 13:49:05,Atlantic Station,Centennial Olympic Park,casual
R103514,07/06/2026 07:48,2026-07-06 07:58:29,Piedmont Park,georgia state university,member
R105488,2026-07-26 07:52:00,2026-07-26 08:08:17,Midtown MARTA,Atlantic Station,casual
R104102,2026-07-12 14:09:00,07/12/2026 14:44,Midtown MARTA,Georgia State University,casual
R100702,2026-06-07 11:39:00,2026-06-07 12:24:27,Krog Street Market,Georgia State University,casual
R102796,06/28/2026 15:25,2026-06-28 15:40:46,Midtown MARTA,Ponce City Market,member
R104298,2026-07-14 12:01:00,14-Jul-2026 12:09,West End,Krog Street Market,member
R104009,07/10/2026 12:05,2026-07-10 12:16:23,Atlantic Station,PONCE CITY MARKET,
R104973,2026-07-20 16:22:00,07/20/2026 16:35,  Ponce City Market ,Krog Street Market,member
R100646,06/07/2026 16:20,2026-06-07 16:55:22,Centennial Olympic Park,Piedmont Park,casual
R102477,2026-06-25 10:00:00,2026-06-25 10:16:36,PONCE CITY MARKET,Georgia State University,casual
R102190,2026-06-22 06:52:00,2026-06-22 06:55:26,Ponce City Market,atlantic station,member
R100290,06/03/2026 16:34,2026-06-03 16:47:43,GEORGIA STATE UNIVERSITY,grant park,casual
R103739,08-Jul-2026 14:12,07/08/2026 14:22,CENTENNIAL OLYMPIC PARK,Ponce City Market,member
R100025,2026-06-01 15:11:00,2026-06-01 15:23:07,Piedmont Park,Grant Park,member
R102843,06/28/2026 11:57,2026-06-28 12:07:01,Ponce City Market,Midtown MARTA,member
R102687,2026-06-27 08:56:00,2026-06-27 09:13:31,Georgia State University,MIDTOWN MARTA,member
R102680,2026-06-27 18:07:00,06/27/2026 18:36,Centennial Olympic Park,Midtown MARTA,casual
R100367,2026-06-04 18:54:00,2026-06-04 19:21:52,PIEDMONT PARK,Centennial Olympic Park,casual
R100711,06/08/2026 21:21,2026-06-08 21:47:19,Midtown MARTA,,casual
R103142,2026-07-02 18:48:00,07/02/2026 18:56,Atlantic Station,Centennial Olympic Park,member
R101837,2026-06-19 11:09:00,2026-06-19 11:42:54,Midtown MARTA,,casual
R105687,2026-07-27 09:15:00,2026-07-27 09:29:34,ponce city market,Piedmont Park,member
R100150,06/02/2026 16:39,2026-06-02 16:52:25,Piedmont Park,CENTENNIAL OLYMPIC PARK,member
R101730,2026-06-18 19:32:00,2026-06-18 19:44:21,Centennial Olympic Park,,member
R104185,07/13/2026 05:50,2026-07-13 06:03:27,Georgia State University,PONCE CITY MARKET,member
R105438,2026-07-25 15:10:00,2026-07-25 15:37:23,Krog Street Market,Centennial Olympic Park,casual
R105996,2026-07-30 09:17:00,07/30/2026 09:29,Ponce City Market,Little Five Points,member
R100594,2026-06-07 14:18:00,07-Jun-2026 14:28,Atlantic Station,Krog Street Market,casual
R101861,2026-06-19 10:52:00,2026-06-19 11:01:28,Ponce City Market,Centennial Olympic Park,member
R105234,07/22/2026 15:53,2026-07-22 15:54:00,Midtown MARTA,Little Five Points,casual
R104371,07/15/2026 19:12,2026-07-15 19:23:48,Ponce City Market,Georgia State University,member
R104760,18-Jul-2026 16:07,2026-07-18 16:22:04,Midtown MARTA,Atlantic Station,member
R101472,2026-06-15 19:55:00,2026-06-15 20:00:49,Midtown MARTA,Ponce City Market,member
R101193,2026-06-12 20:53:00,12-Jun-2026 21:02,GEORGIA STATE UNIVERSITY,MIDTOWN MARTA,member
R105475,2026-07-25 09:17:00,2026-07-25 09:33:36,West End,Grant Park,casual
R105379,24-Jul-2026 08:02,07/24/2026 08:17,  Georgia State University ,Centennial Olympic Park,member
R104248,13-Jul-2026 18:37,07/13/2026 18:52,  Midtown MARTA ,Ponce City Market,member
R103171,2026-07-02 13:40:00,2026-07-02 14:03:34,West End,PONCE CITY MARKET,casual
R101429,2026-06-15 16:22:00,06/15/2026 16:37,ATLANTIC STATION,Georgia State University,member
R102774,2026-06-28 12:57:00,2026-06-28 12:57:00,Piedmont Park,Piedmont Park,member
R103208,2026-07-02 09:13:00,2026-07-02 09:16:52,Ponce City Market,Georgia State University,casual
R101323,2026-06-13 09:52:00,2026-06-13 10:26:16,Midtown MARTA,Atlantic Station,casual
R105883,2026-07-29 17:59:00,2026-07-29 18:14:16,Atlantic Station,Centennial Olympic Park,member
R105141,2026-07-21 09:18:00,2026-07-21 09:23:48,  Georgia State University ,Midtown MARTA,member
R100986,2026-06-10 17:17:00,2026-06-10 17:48:35,Georgia State University,Grant Park,casual
R103486,07/06/2026 06:41,2026-07-06 06:55:49,Centennial Olympic Park,  Midtown MARTA ,member
R100484,2026-06-05 09:09:00,2026-06-05 09:20:51,Midtown MARTA,Ponce City Market,member
R101238,2026-06-12 09:44:00,2026-06-12 09:50:41,Ponce City Market,Georgia State University,member
R101469,2026-06-15 18:00:00,2026-06-15 18:08:41,georgia state university,Grant Park,member
R103764,2026-07-08 11:30:00,07/08/2026 11:43,Ponce City Market,MIDTOWN MARTA,member
R100328,2026-06-04 17:42:00,2026-06-04 17:54:10,Midtown MARTA,Centennial Olympic Park,member
R102379,2026-06-24 17:18:00,2026-06-24 17:31:14,Midtown MARTA,Ponce City Market,casual
